"group","id","Item","R","compromised"
0,448,1,1,0
0,449,1,1,0
0,450,1,0,0
0,451,1,1,0
0,452,1,1,0
0,453,1,1,0
0,454,1,1,0
0,455,1,1,0
0,456,1,1,0
1,457,1,0,0
0,458,1,0,0
0,459,1,0,0
0,460,1,0,0
1,461,1,0,0
0,462,1,1,0
0,463,1,1,0
0,464,1,1,0
0,465,1,1,0
0,466,1,1,0
0,467,1,0,0
0,468,1,0,0
0,469,1,1,0
1,470,1,0,0
0,471,1,1,0
0,472,1,1,0
0,473,1,0,0
0,474,1,0,0
0,475,1,0,0
0,476,1,0,0
0,477,1,0,0
0,478,1,0,0
0,479,1,0,0
0,480,1,0,0
0,481,1,0,0
0,482,1,0,0
0,483,1,0,0
0,484,1,0,0
0,485,1,1,0
0,486,1,1,0
0,487,1,0,0
0,488,1,0,0
0,489,1,0,0
1,490,1,0,0
1,491,1,0,0
0,492,1,1,0
0,493,1,0,0
0,494,1,0,0
0,495,1,0,0
0,496,1,1,0
0,497,1,0,0
0,498,1,0,0
0,499,1,0,0
0,500,1,0,0
0,1,2,0,1
0,2,2,0,1
0,3,2,1,1
1,4,2,1,1
0,5,2,1,1
1,6,2,1,1
0,7,2,0,1
0,8,2,0,1
0,9,2,0,1
0,10,2,1,1
1,11,2,0,1
0,12,2,0,1
0,13,2,1,1
1,14,2,1,1
0,15,2,1,1
0,16,2,0,1
0,17,2,1,1
0,18,2,0,1
0,19,2,0,1
0,20,2,1,1
0,21,2,1,1
0,22,2,1,1
0,23,2,0,1
0,24,2,1,1
0,25,2,1,1
0,26,2,0,1
0,27,2,0,1
0,28,2,1,1
0,29,2,0,1
0,30,2,0,1
0,31,2,0,1
0,32,2,0,1
0,33,2,1,1
0,34,2,1,1
0,35,2,1,1
0,36,2,1,1
0,37,2,0,1
0,38,2,0,1
0,39,2,0,1
0,40,2,0,1
0,41,2,1,1
0,42,2,0,1
0,43,2,1,1
0,44,2,1,1
0,45,2,1,1
0,46,2,1,1
0,47,2,0,1
0,48,2,1,1
0,49,2,0,1
0,50,2,1,1
0,51,2,1,1
0,52,2,0,1
0,53,2,1,1
0,54,2,1,1
0,55,2,0,1
0,56,2,0,1
0,57,2,1,1
0,58,2,0,1
0,59,2,0,1
1,60,2,1,1
0,61,2,0,1
0,62,2,0,1
0,63,2,0,1
0,64,2,0,1
0,65,2,0,1
0,66,2,0,1
1,67,2,1,1
1,68,2,1,1
0,69,2,1,1
0,70,2,1,1
0,71,2,0,1
0,72,2,1,1
0,73,2,0,1
0,74,2,0,1
0,75,2,0,1
0,76,2,0,1
0,77,2,0,1
0,78,2,1,1
0,79,2,1,1
0,80,2,0,1
0,81,2,1,1
0,82,2,0,1
0,83,2,0,1
0,84,2,1,1
0,85,2,1,1
0,86,2,1,1
0,87,2,0,1
1,88,2,1,1
0,89,2,1,1
0,90,2,0,1
0,91,2,0,1
0,92,2,1,1
0,93,2,0,1
0,94,2,0,1
0,95,2,1,1
0,96,2,0,1
0,97,2,1,1
0,98,2,0,1
0,99,2,0,1
0,100,2,1,1
0,101,2,0,1
0,102,2,0,1
0,103,2,0,1
0,104,2,0,1
0,105,2,1,1
0,106,2,0,1
0,107,2,0,1
0,108,2,1,1
0,109,2,0,1
1,110,2,1,1
0,111,2,1,1
0,112,2,1,1
0,113,2,0,1
0,114,2,1,1
0,115,2,0,1
0,116,2,0,1
0,117,2,0,1
0,118,2,1,1
0,119,2,0,1
0,120,2,1,1
0,121,2,1,1
0,122,2,1,1
1,123,2,1,1
0,124,2,0,1
0,125,2,0,1
0,126,2,1,1
0,127,2,0,1
0,128,2,0,1
0,129,2,0,1
0,130,2,0,1
0,131,2,1,1
0,132,2,0,1
0,133,2,1,1
1,134,2,1,1
0,135,2,0,1
0,136,2,1,1
0,137,2,0,1
0,138,2,1,1
0,139,2,0,1
0,140,2,0,1
0,141,2,1,1
0,142,2,0,1
0,143,2,1,1
0,144,2,0,1
0,145,2,0,1
0,146,2,0,1
0,147,2,0,1
0,148,2,1,1
0,149,2,0,1
0,150,2,0,1
0,151,2,0,1
0,152,2,0,1
1,153,2,1,1
0,154,2,1,1
0,155,2,0,1
0,156,2,0,1
0,157,2,0,1
0,158,2,0,1
0,159,2,0,1
0,160,2,0,1
0,161,2,0,1
0,162,2,0,1
0,163,2,1,1
0,164,2,0,1
0,165,2,0,1
1,166,2,1,1
0,167,2,1,1
0,168,2,0,1
0,169,2,0,1
0,170,2,1,1
0,171,2,0,1
0,172,2,0,1
0,173,2,0,1
0,174,2,1,1
0,175,2,1,1
1,176,2,1,1
0,177,2,1,1
0,178,2,1,1
0,179,2,0,1
0,180,2,1,1
0,181,2,1,1
1,182,2,1,1
0,183,2,0,1
0,184,2,0,1
0,185,2,0,1
0,186,2,0,1
1,187,2,1,1
0,188,2,1,1
0,189,2,1,1
0,190,2,0,1
0,191,2,0,1
0,192,2,0,1
0,193,2,0,1
1,194,2,1,1
0,195,2,0,1
0,196,2,0,1
0,197,2,0,1
0,198,2,0,1
1,199,2,1,1
0,200,2,1,1
1,201,2,1,1
0,202,2,0,1
0,203,2,0,1
1,204,2,1,1
0,205,2,0,1
0,206,2,0,1
1,207,2,1,1
0,208,2,1,1
0,209,2,1,1
0,210,2,1,1
0,211,2,0,1
1,212,2,1,1
0,213,2,1,1
0,214,2,0,1
0,215,2,0,1
0,216,2,1,1
0,217,2,1,1
0,218,2,0,1
0,219,2,1,1
1,220,2,1,1
0,221,2,0,1
0,222,2,0,1
0,223,2,1,1
0,224,2,0,1
0,225,2,0,1
0,226,2,1,1
0,227,2,1,1
0,228,2,1,1
0,229,2,0,1
0,230,2,0,1
0,231,2,1,1
0,232,2,1,1
0,233,2,0,1
0,234,2,0,1
0,235,2,1,1
0,236,2,1,1
0,237,2,1,1
0,238,2,1,1
0,239,2,1,1
0,240,2,0,1
0,241,2,1,1
1,242,2,1,1
0,243,2,0,1
1,244,2,1,1
0,245,2,1,1
0,246,2,0,1
0,247,2,1,1
0,248,2,1,1
0,249,2,0,1
0,250,2,0,1
0,251,2,1,1
0,252,2,1,1
0,253,2,1,1
0,254,2,0,1
0,255,2,0,1
0,256,2,0,1
0,257,2,0,1
0,258,2,1,1
0,259,2,0,1
0,260,2,0,1
1,261,2,1,1
0,262,2,0,1
0,263,2,0,1
0,264,2,1,1
0,265,2,1,1
0,266,2,0,1
0,267,2,1,1
0,268,2,0,1
0,269,2,0,1
0,270,2,0,1
0,271,2,0,1
1,272,2,1,1
0,273,2,1,1
1,274,2,1,1
1,275,2,0,1
0,276,2,1,1
0,277,2,1,1
0,278,2,0,1
0,279,2,1,1
0,280,2,1,1
0,281,2,0,1
0,282,2,1,1
0,283,2,0,1
0,284,2,0,1
0,285,2,0,1
0,286,2,1,1
0,287,2,0,1
0,288,2,0,1
0,289,2,1,1
0,290,2,1,1
0,291,2,0,1
0,292,2,1,1
0,293,2,1,1
0,294,2,0,1
0,295,2,1,1
0,296,2,0,1
0,297,2,0,1
0,298,2,0,1
0,299,2,0,1
0,300,2,1,1
0,301,2,0,1
0,302,2,1,1
0,303,2,0,1
0,304,2,0,1
0,305,2,0,1
0,306,2,1,1
1,307,2,1,1
0,308,2,1,1
0,309,2,0,1
0,310,2,0,1
0,311,2,0,1
0,312,2,1,1
0,313,2,0,1
0,314,2,0,1
0,315,2,1,1
0,316,2,1,1
0,317,2,0,1
0,318,2,0,1
0,319,2,0,1
0,320,2,1,1
0,321,2,0,1
0,322,2,0,1
0,323,2,0,1
1,324,2,1,1
0,325,2,1,1
0,326,2,0,1
1,327,2,1,1
0,328,2,0,1
0,329,2,1,1
0,330,2,1,1
0,331,2,1,1
0,332,2,1,1
0,333,2,0,1
0,334,2,1,1
0,335,2,0,1
0,336,2,0,1
0,337,2,1,1
0,338,2,1,1
0,339,2,1,1
0,340,2,1,1
0,341,2,1,1
0,342,2,1,1
0,343,2,0,1
0,344,2,0,1
0,345,2,0,1
0,346,2,1,1
1,347,2,1,1
0,348,2,0,1
0,349,2,0,1
0,350,2,0,1
0,351,2,1,1
0,352,2,0,1
0,353,2,1,1
0,354,2,1,1
0,355,2,0,1
0,356,2,0,1
0,357,2,0,1
0,358,2,1,1
0,359,2,0,1
0,360,2,1,1
0,361,2,1,1
0,362,2,0,1
0,363,2,1,1
0,364,2,0,1
0,365,2,1,1
0,366,2,0,1
0,367,2,1,1
0,368,2,1,1
0,369,2,0,1
0,370,2,0,1
0,371,2,1,1
0,372,2,0,1
1,373,2,1,1
0,374,2,0,1
0,375,2,0,1
0,376,2,1,1
0,377,2,0,1
0,378,2,0,1
0,379,2,0,1
0,380,2,1,1
0,381,2,0,1
0,382,2,1,1
0,383,2,1,1
0,384,2,1,1
0,385,2,0,1
1,386,2,1,1
0,387,2,1,1
1,388,2,1,1
0,389,2,0,1
0,390,2,0,1
0,391,2,0,1
0,392,2,0,1
0,393,2,1,1
0,394,2,0,1
0,395,2,0,1
0,396,2,0,1
0,397,2,1,1
0,398,2,1,1
0,399,2,0,1
0,400,2,0,1
0,401,2,1,1
0,402,2,0,1
1,403,2,1,1
0,404,2,0,1
0,405,2,0,1
1,406,2,1,1
0,407,2,1,1
0,408,2,1,1
1,409,2,1,1
0,410,2,1,1
0,411,2,0,1
0,412,2,1,1
0,413,2,1,1
0,414,2,0,1
0,415,2,1,1
0,416,2,0,1
0,417,2,0,1
0,418,2,1,1
1,419,2,1,1
0,420,2,0,1
0,421,2,0,1
0,422,2,1,1
0,423,2,1,1
0,424,2,0,1
0,425,2,1,1
0,426,2,0,1
0,427,2,0,1
0,428,2,1,1
0,429,2,1,1
0,430,2,0,1
0,431,2,1,1
0,432,2,0,1
1,433,2,1,1
1,434,2,1,1
0,435,2,0,1
0,436,2,0,1
0,437,2,0,1
1,438,2,1,1
0,439,2,0,1
0,440,2,0,1
0,441,2,1,1
0,442,2,0,1
0,443,2,1,1
1,444,2,1,1
1,445,2,1,1
0,446,2,0,1
0,447,2,0,1
0,448,2,0,1
0,449,2,0,1
0,450,2,1,1
0,451,2,1,1
0,452,2,1,1
0,453,2,1,1
0,454,2,1,1
0,455,2,1,1
0,456,2,0,1
1,457,2,0,1
0,458,2,1,1
0,459,2,0,1
0,460,2,1,1
1,461,2,1,1
0,462,2,0,1
0,463,2,1,1
0,464,2,1,1
0,465,2,1,1
0,466,2,0,1
0,467,2,1,1
0,468,2,0,1
0,469,2,1,1
1,470,2,1,1
0,471,2,0,1
0,472,2,1,1
0,473,2,0,1
0,474,2,1,1
0,475,2,1,1
0,476,2,0,1
0,477,2,1,1
0,478,2,1,1
0,479,2,1,1
0,480,2,0,1
0,481,2,1,1
0,482,2,0,1
0,483,2,0,1
0,484,2,1,1
0,485,2,1,1
0,486,2,1,1
0,487,2,0,1
0,488,2,0,1
0,489,2,0,1
1,490,2,1,1
1,491,2,1,1
0,492,2,0,1
0,493,2,0,1
0,494,2,0,1
0,495,2,1,1
0,496,2,1,1
0,497,2,1,1
0,498,2,1,1
0,499,2,1,1
0,500,2,1,1
0,1,3,1,0
0,2,3,0,0
0,3,3,0,0
1,4,3,1,0
0,5,3,1,0
1,6,3,0,0
0,7,3,1,0
0,8,3,0,0
0,9,3,0,0
0,10,3,0,0
1,11,3,1,0
0,12,3,1,0
0,13,3,1,0
1,14,3,1,0
0,15,3,0,0
0,16,3,0,0
0,17,3,1,0
0,18,3,1,0
0,19,3,1,0
0,20,3,1,0
0,21,3,0,0
0,22,3,0,0
0,23,3,1,0
0,24,3,0,0
0,25,3,1,0
0,26,3,1,0
0,27,3,1,0
0,28,3,1,0
0,29,3,0,0
0,30,3,0,0
0,31,3,0,0
0,32,3,0,0
0,33,3,1,0
0,34,3,0,0
0,35,3,1,0
0,36,3,1,0
0,37,3,1,0
0,38,3,1,0
0,39,3,0,0
0,40,3,0,0
0,41,3,1,0
0,42,3,0,0
0,43,3,1,0
0,44,3,0,0
0,45,3,0,0
0,46,3,0,0
0,47,3,1,0
0,48,3,1,0
0,49,3,1,0
0,50,3,1,0
0,51,3,1,0
0,52,3,0,0
0,53,3,1,0
0,54,3,0,0
0,55,3,1,0
0,56,3,1,0
0,57,3,1,0
0,58,3,0,0
0,59,3,0,0
1,60,3,0,0
0,61,3,0,0
0,62,3,1,0
0,63,3,1,0
0,64,3,0,0
0,65,3,1,0
0,66,3,1,0
1,67,3,1,0
1,68,3,1,0
0,69,3,0,0
0,70,3,0,0
0,71,3,1,0
0,72,3,1,0
0,73,3,0,0
0,74,3,0,0
0,75,3,0,0
0,76,3,0,0
0,77,3,1,0
0,78,3,1,0
0,79,3,1,0
0,80,3,0,0
0,81,3,0,0
0,82,3,0,0
0,83,3,1,0
0,84,3,0,0
0,85,3,1,0
0,86,3,1,0
0,87,3,1,0
1,88,3,1,0
0,89,3,1,0
0,90,3,0,0
0,91,3,1,0
0,92,3,1,0
0,93,3,1,0
0,94,3,1,0
0,95,3,1,0
0,96,3,0,0
0,97,3,1,0
0,98,3,1,0
0,99,3,1,0
0,100,3,0,0
0,101,3,0,0
0,102,3,0,0
0,103,3,0,0
0,104,3,1,0
0,105,3,1,0
0,106,3,0,0
0,107,3,1,0
0,108,3,0,0
0,109,3,1,0
1,110,3,0,0
0,111,3,1,0
0,112,3,1,0
0,113,3,0,0
0,114,3,1,0
0,115,3,1,0
0,116,3,1,0
0,117,3,1,0
0,118,3,1,0
0,119,3,1,0
0,120,3,1,0
0,121,3,1,0
0,122,3,0,0
1,123,3,1,0
0,124,3,0,0
0,125,3,1,0
0,126,3,1,0
0,127,3,0,0
0,128,3,0,0
0,129,3,1,0
0,130,3,1,0
0,131,3,1,0
0,132,3,0,0
0,133,3,1,0
1,134,3,1,0
0,135,3,1,0
0,136,3,0,0
0,137,3,1,0
0,138,3,1,0
0,139,3,1,0
0,140,3,0,0
0,141,3,1,0
0,142,3,0,0
0,143,3,1,0
0,144,3,0,0
0,145,3,1,0
0,146,3,1,0
0,147,3,0,0
0,148,3,1,0
0,149,3,0,0
0,150,3,0,0
0,151,3,1,0
0,152,3,1,0
1,153,3,1,0
0,154,3,0,0
0,155,3,1,0
0,156,3,1,0
0,157,3,1,0
0,158,3,0,0
0,159,3,1,0
0,160,3,0,0
0,161,3,0,0
0,162,3,1,0
0,163,3,0,0
0,164,3,1,0
0,165,3,0,0
1,166,3,1,0
0,167,3,1,0
0,168,3,0,0
0,169,3,1,0
0,170,3,1,0
0,171,3,1,0
0,172,3,0,0
0,173,3,1,0
0,174,3,0,0
0,175,3,0,0
1,176,3,1,0
0,177,3,1,0
0,178,3,0,0
0,179,3,1,0
0,180,3,0,0
0,181,3,1,0
1,182,3,1,0
0,183,3,0,0
0,184,3,1,0
0,185,3,1,0
0,186,3,0,0
1,187,3,1,0
0,188,3,1,0
0,189,3,1,0
0,190,3,1,0
0,191,3,1,0
0,192,3,0,0
0,193,3,0,0
1,194,3,1,0
0,195,3,0,0
0,196,3,0,0
0,197,3,1,0
0,198,3,1,0
1,199,3,1,0
0,200,3,1,0
1,201,3,1,0
0,202,3,0,0
0,203,3,0,0
1,204,3,0,0
0,205,3,0,0
0,206,3,0,0
1,207,3,0,0
0,208,3,0,0
0,209,3,1,0
0,210,3,1,0
0,211,3,0,0
1,212,3,1,0
0,213,3,1,0
0,214,3,1,0
0,215,3,1,0
0,216,3,1,0
0,217,3,1,0
0,218,3,1,0
0,219,3,1,0
1,220,3,1,0
0,221,3,0,0
0,222,3,1,0
0,223,3,1,0
0,224,3,0,0
0,225,3,0,0
0,226,3,1,0
0,227,3,0,0
0,228,3,1,0
0,229,3,1,0
0,230,3,0,0
0,231,3,0,0
0,232,3,1,0
0,233,3,1,0
0,234,3,0,0
0,235,3,1,0
0,236,3,1,0
0,237,3,1,0
0,238,3,1,0
0,239,3,1,0
0,240,3,0,0
0,241,3,0,0
1,242,3,0,0
0,243,3,0,0
1,244,3,1,0
0,245,3,1,0
0,246,3,1,0
0,247,3,1,0
0,248,3,1,0
0,249,3,0,0
0,250,3,0,0
0,251,3,0,0
0,252,3,1,0
0,253,3,1,0
0,254,3,0,0
0,255,3,1,0
0,256,3,0,0
0,257,3,1,0
0,258,3,1,0
0,259,3,1,0
0,260,3,0,0
1,261,3,0,0
0,262,3,1,0
0,263,3,1,0
0,264,3,1,0
0,265,3,1,0
0,266,3,0,0
0,267,3,1,0
0,268,3,1,0
0,269,3,0,0
0,270,3,1,0
0,271,3,1,0
1,272,3,1,0
0,273,3,1,0
1,274,3,1,0
1,275,3,1,0
0,276,3,1,0
0,277,3,1,0
0,278,3,0,0
0,279,3,0,0
0,280,3,0,0
0,281,3,0,0
0,282,3,0,0
0,283,3,1,0
0,284,3,0,0
0,285,3,1,0
0,286,3,1,0
0,287,3,0,0
0,288,3,0,0
0,289,3,1,0
0,290,3,1,0
0,291,3,0,0
0,292,3,1,0
0,293,3,1,0
0,294,3,0,0
0,295,3,1,0
0,296,3,1,0
0,297,3,1,0
0,298,3,0,0
0,299,3,0,0
0,300,3,1,0
0,301,3,1,0
0,302,3,1,0
0,303,3,1,0
0,304,3,1,0
0,305,3,1,0
0,306,3,0,0
1,307,3,1,0
0,308,3,1,0
0,309,3,1,0
0,310,3,1,0
0,311,3,1,0
0,312,3,1,0
0,313,3,1,0
0,314,3,0,0
0,315,3,0,0
0,316,3,1,0
0,317,3,1,0
0,318,3,1,0
0,319,3,0,0
0,320,3,1,0
0,321,3,1,0
0,322,3,1,0
0,323,3,1,0
1,324,3,0,0
0,325,3,0,0
0,326,3,1,0
1,327,3,1,0
0,328,3,0,0
0,329,3,1,0
0,330,3,0,0
0,331,3,1,0
0,332,3,0,0
0,333,3,0,0
0,334,3,1,0
0,335,3,0,0
0,336,3,1,0
0,337,3,1,0
0,338,3,0,0
0,339,3,1,0
0,340,3,1,0
0,341,3,1,0
0,342,3,1,0
0,343,3,1,0
0,344,3,1,0
0,345,3,0,0
0,346,3,0,0
1,347,3,0,0
0,348,3,1,0
0,349,3,0,0
0,350,3,0,0
0,351,3,1,0
0,352,3,1,0
0,353,3,0,0
0,354,3,1,0
0,355,3,1,0
0,356,3,0,0
0,357,3,0,0
0,358,3,0,0
0,359,3,1,0
0,360,3,1,0
0,361,3,1,0
0,362,3,1,0
0,363,3,0,0
0,364,3,1,0
0,365,3,0,0
0,366,3,1,0
0,367,3,0,0
0,368,3,0,0
0,369,3,1,0
0,370,3,0,0
0,371,3,0,0
0,372,3,1,0
1,373,3,0,0
0,374,3,1,0
0,375,3,1,0
0,376,3,1,0
0,377,3,1,0
0,378,3,0,0
0,379,3,0,0
0,380,3,0,0
0,381,3,0,0
0,382,3,0,0
0,383,3,1,0
0,384,3,0,0
0,385,3,1,0
1,386,3,0,0
0,387,3,0,0
1,388,3,1,0
0,389,3,1,0
0,390,3,0,0
0,391,3,1,0
0,392,3,0,0
0,393,3,1,0
0,394,3,1,0
0,395,3,1,0
0,396,3,0,0
0,397,3,1,0
